PERIODO,RUBRO,TIPO_PRESTACION,BARRIO,total
201309,MAL ESTACIONAMIENTO,DENUNCIA,VILLA REAL,1
201309,MAL ESTACIONAMIENTO,DENUNCIA,VILLA SOLDATI,2
201309,MAL ESTACIONAMIENTO,DENUNCIA,VILLA URQUIZA,2
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,BARRACAS,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,CABALLITO,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,FLORES,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,FLORESTA,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,MONSERRAT,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,PALERMO,1
201309,MANTENIMIENTO Y TALLERES,SOLICITUD,RECOLETA,1
201309,MOBILIARIO URBANO,RECLAMO,ALMAGRO,2
201309,MOBILIARIO URBANO,RECLAMO,BALVANERA,1
201309,MOBILIARIO URBANO,RECLAMO,BARRACAS,1
201309,MOBILIARIO URBANO,RECLAMO,BELGRANO,1
201309,MOBILIARIO URBANO,RECLAMO,BOCA,3
201309,MOBILIARIO URBANO,RECLAMO,CABALLITO,2
201309,MOBILIARIO URBANO,RECLAMO,CHACARITA,1
201309,MOBILIARIO URBANO,RECLAMO,CONSTITUCION,1
201309,MOBILIARIO URBANO,RECLAMO,FLORES,1
201309,MOBILIARIO URBANO,RECLAMO,FLORESTA,2
201309,MOBILIARIO URBANO,RECLAMO,MONSERRAT,1
201309,MOBILIARIO URBANO,RECLAMO,NUEVA POMPEYA,1
201309,MOBILIARIO URBANO,RECLAMO,PARQUE PATRICIOS,1
201309,MOBILIARIO URBANO,RECLAMO,RECOLETA,4
201309,MOBILIARIO URBANO,RECLAMO,RETIRO,1
201309,MOBILIARIO URBANO,RECLAMO,SAAVEDRA,2
201309,MOBILIARIO URBANO,RECLAMO,VILLA CRESPO,2
201309,MOBILIARIO URBANO,RECLAMO,VILLA DEL PARQUE,1
201309,MOBILIARIO URBANO,RECLAMO,VILLA LUGANO,3
201309,MOBILIARIO URBANO,RECLAMO,VILLA PUEYRREDON,1
201309,MOBILIARIO URBANO,SOLICITUD,BARRACAS,1
201309,MOBILIARIO URBANO,SOLICITUD,BELGRANO,1
201309,MOBILIARIO URBANO,SOLICITUD,CABALLITO,2
201309,MOBILIARIO URBANO,SOLICITUD,NUEVA POMPEYA,1
201309,MOBILIARIO URBANO,SOLICITUD,PALERMO,2
201309,MOBILIARIO URBANO,SOLICITUD,PATERNAL,1
201309,MOBILIARIO URBANO,SOLICITUD,RETIRO,1
201309,MOBILIARIO URBANO,SOLICITUD,SAAVEDRA,3
201309,MOBILIARIO URBANO,SOLICITUD,SAN TELMO,1
201309,MOBILIARIO URBANO,SOLICITUD,VILLA CRESPO,1
201309,MOBILIARIO URBANO,SOLICITUD,VILLA DEVOTO,1
201309,MOBILIARIO URBANO,SOLICITUD,VILLA LUGANO,3
201309,MUEBLERIA / DECORACION,DENUNCIA,VILLA PUEYRREDON,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,ALMAGRO,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,BALVANERA,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,BELGRANO,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,BOCA,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,CABALLITO,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,CHACARITA,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,FLORESTA,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,LINIERS,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,MATADEROS,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,MONSERRAT,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,MONTE CASTRO,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,NUÑEZ,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,NUEVA POMPEYA,3
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,PALERMO,4
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,PARQUE AVELLANEDA,3
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,PARQUE CHACABUCO,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,PARQUE PATRICIOS,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,SAN CRISTOBAL,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA DEL PARQUE,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA DEVOTO,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA LUGANO,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA LURO,1
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA SANTA RITA,2
201309,OBRAS ABANDONADAS / TERRENOS BALDIOS,DENUNCIA,VILLA URQUIZA,1
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,AGRONOMIA,1
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,ALMAGRO,18
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,BALVANERA,18
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,BARRACAS,8
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,BELGRANO,16
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,BOCA,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,BOEDO,11
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,CABALLITO,26
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,CHACARITA,6
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,COGHLAN,6
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,COLEGIALES,12
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,CONSTITUCION,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,FLORES,25
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,FLORESTA,5
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,LINIERS,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,MATADEROS,6
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,MONSERRAT,16
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,MONTE CASTRO,7
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,NUÑEZ,19
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,NUEVA POMPEYA,6
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PALERMO,36
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PARQUE AVELLANEDA,9
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PARQUE CHACABUCO,9
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PARQUE CHAS,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PARQUE PATRICIOS,4
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PATERNAL,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,PUERTO MADERO,1
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,RECOLETA,17
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,RETIRO,2
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,SAAVEDRA,14
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,SAN CRISTOBAL,7
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,SAN NICOLAS,8
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,SAN TELMO,2
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VELEZ SARSFIELD,2
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VERSALLES,1
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA CRESPO,14
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA DEL PARQUE,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA DEVOTO,14
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA GRAL. MITRE,4
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA LUGANO,1
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA LURO,5
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA ORTUZAR,5
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA PUEYRREDON,9
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA REAL,4
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA RIACHUELO,3
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA SANTA RITA,7
201309,OBRAS EN CONSTRUCCION / DEMOLICIONES,DENUNCIA,VILLA URQUIZA,15
201309,OBRAS FINALIZADAS,DENUNCIA,ALMAGRO,5
201309,OBRAS FINALIZADAS,DENUNCIA,BALVANERA,6
201309,OBRAS FINALIZADAS,DENUNCIA,BARRACAS,4
201309,OBRAS FINALIZADAS,DENUNCIA,BELGRANO,4
201309,OBRAS FINALIZADAS,DENUNCIA,BOCA,1
201309,OBRAS FINALIZADAS,DENUNCIA,BOEDO,1
201309,OBRAS FINALIZADAS,DENUNCIA,CABALLITO,13
201309,OBRAS FINALIZADAS,DENUNCIA,COGHLAN,2
201309,OBRAS FINALIZADAS,DENUNCIA,COLEGIALES,2
201309,OBRAS FINALIZADAS,DENUNCIA,CONSTITUCION,7
201309,OBRAS FINALIZADAS,DENUNCIA,FLORES,2
201309,OBRAS FINALIZADAS,DENUNCIA,FLORESTA,2
201309,OBRAS FINALIZADAS,DENUNCIA,LINIERS,1
201309,OBRAS FINALIZADAS,DENUNCIA,MATADEROS,2
201309,OBRAS FINALIZADAS,DENUNCIA,MONSERRAT,2
201309,OBRAS FINALIZADAS,DENUNCIA,PALERMO,9
201309,OBRAS FINALIZADAS,DENUNCIA,PARQUE AVELLANEDA,3
201309,OBRAS FINALIZADAS,DENUNCIA,PARQUE CHACABUCO,2
201309,OBRAS FINALIZADAS,DENUNCIA,PARQUE CHAS,2
201309,OBRAS FINALIZADAS,DENUNCIA,PARQUE PATRICIOS,4
201309,OBRAS FINALIZADAS,DENUNCIA,RECOLETA,9
201309,OBRAS FINALIZADAS,DENUNCIA,RETIRO,1
201309,OBRAS FINALIZADAS,DENUNCIA,SAAVEDRA,1
201309,OBRAS FINALIZADAS,DENUNCIA,SAN CRISTOBAL,1
201309,OBRAS FINALIZADAS,DENUNCIA,SAN NICOLAS,1
201309,OBRAS FINALIZADAS,DENUNCIA,SAN TELMO,4
201309,OBRAS FINALIZADAS,DENUNCIA,VELEZ SARSFIELD,1
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA CRESPO,3
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA DEL PARQUE,3
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA DEVOTO,3
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA LUGANO,4
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA LURO,2
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA ORTUZAR,1
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA PUEYRREDON,3
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA RIACHUELO,1
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA SANTA RITA,1
201309,OBRAS FINALIZADAS,DENUNCIA,VILLA URQUIZA,7
201309,OBRAS FINALIZADAS,RECLAMO,ALMAGRO,1
201309,OBRAS FINALIZADAS,RECLAMO,BOEDO,1
201309,OBRAS FINALIZADAS,RECLAMO,MONSERRAT,2
201309,OBRAS FINALIZADAS,RECLAMO,NUEVA POMPEYA,1
201309,OBRAS FINALIZADAS,RECLAMO,PALERMO,1
201309,OBRAS FINALIZADAS,RECLAMO,PARQUE AVELLANEDA,1
201309,OBRAS FINALIZADAS,RECLAMO,RECOLETA,1
201309,OBRAS FINALIZADAS,RECLAMO,SAN CRISTOBAL,1
201309,OBRAS FINALIZADAS,RECLAMO,VERSALLES,1
201309,OBRAS FINALIZADAS,RECLAMO,VILLA LURO,1
201309,OBRAS FINALIZADAS,RECLAMO,VILLA URQUIZA,3
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,MONSERRAT,1
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,NUEVA POMPEYA,1
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,PALERMO,1
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,RETIRO,4
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,SAN NICOLAS,1
201309,OFICINA / AGENCIA COMERCIAL Y DE SERVICIOS / ASOCIACION,DENUNCIA,VILLA DEVOTO,1
201309,PANADERIA / CONFITERIA / BOMBONERIA,DENUNCIA,ALMAGRO,1
201309,PANADERIA / CONFITERIA / BOMBONERIA,DENUNCIA,BOEDO,1
201309,PANADERIA / CONFITERIA / BOMBONERIA,DENUNCIA,LINIERS,1
201309,PANADERIA / CONFITERIA / BOMBONERIA,DENUNCIA,PALERMO,1
201309,PANADERIA / CONFITERIA / BOMBONERIA,DENUNCIA,RECOLETA,1
201309,PAVIMENTO,RECLAMO,AGRONOMIA,5
201309,PAVIMENTO,RECLAMO,ALMAGRO,38
201309,PAVIMENTO,RECLAMO,BALVANERA,19
201309,PAVIMENTO,RECLAMO,BARRACAS,36
201309,PAVIMENTO,RECLAMO,BELGRANO,37
201309,PAVIMENTO,RECLAMO,BOCA,15
201309,PAVIMENTO,RECLAMO,BOEDO,25
201309,PAVIMENTO,RECLAMO,CABALLITO,37
201309,PAVIMENTO,RECLAMO,CHACARITA,13
201309,PAVIMENTO,RECLAMO,COGHLAN,6
201309,PAVIMENTO,RECLAMO,COLEGIALES,17
201309,PAVIMENTO,RECLAMO,CONSTITUCION,11
201309,PAVIMENTO,RECLAMO,ERRORNOHAYRESULTADOS,1
201309,PAVIMENTO,RECLAMO,FLORES,88
201309,PAVIMENTO,RECLAMO,FLORESTA,18
201309,PAVIMENTO,RECLAMO,LINIERS,34
201309,PAVIMENTO,RECLAMO,MATADEROS,43
201309,PAVIMENTO,RECLAMO,MONSERRAT,18
201309,PAVIMENTO,RECLAMO,MONTE CASTRO,41
201309,PAVIMENTO,RECLAMO,NUÑEZ,10
201309,PAVIMENTO,RECLAMO,NUEVA POMPEYA,25
201309,PAVIMENTO,RECLAMO,PALERMO,114
201309,PAVIMENTO,RECLAMO,PARQUE AVELLANEDA,31
201309,PAVIMENTO,RECLAMO,PARQUE CHACABUCO,28
201309,PAVIMENTO,RECLAMO,PARQUE CHAS,9
201309,PAVIMENTO,RECLAMO,PARQUE PATRICIOS,13
201309,PAVIMENTO,RECLAMO,PATERNAL,6
201309,PAVIMENTO,RECLAMO,PUERTO MADERO,3
201309,PAVIMENTO,RECLAMO,RECOLETA,48
201309,PAVIMENTO,RECLAMO,RETIRO,25
201309,PAVIMENTO,RECLAMO,SAAVEDRA,30
201309,PAVIMENTO,RECLAMO,SAN CRISTOBAL,10
201309,PAVIMENTO,RECLAMO,SAN NICOLAS,61
201309,PAVIMENTO,RECLAMO,SAN TELMO,22
201309,PAVIMENTO,RECLAMO,VELEZ SARSFIELD,18
201309,PAVIMENTO,RECLAMO,VERSALLES,16
201309,PAVIMENTO,RECLAMO,VILLA CRESPO,25
201309,PAVIMENTO,RECLAMO,VILLA DEL PARQUE,20
201309,PAVIMENTO,RECLAMO,VILLA DEVOTO,45
201309,PAVIMENTO,RECLAMO,VILLA GRAL. MITRE,7
201309,PAVIMENTO,RECLAMO,VILLA LUGANO,14
201309,PAVIMENTO,RECLAMO,VILLA LURO,30
201309,PAVIMENTO,RECLAMO,VILLA ORTUZAR,7
201309,PAVIMENTO,RECLAMO,VILLA PUEYRREDON,24
201309,PAVIMENTO,RECLAMO,VILLA REAL,6
201309,PAVIMENTO,RECLAMO,VILLA RIACHUELO,7
201309,PAVIMENTO,RECLAMO,VILLA SANTA RITA,18
201309,PAVIMENTO,RECLAMO,VILLA SOLDATI,8
201309,PAVIMENTO,RECLAMO,VILLA URQUIZA,24
201309,PAVIMENTO,SOLICITUD,AGRONOMIA,1
201309,PAVIMENTO,SOLICITUD,ALMAGRO,5
201309,PAVIMENTO,SOLICITUD,BALVANERA,2
201309,PAVIMENTO,SOLICITUD,BARRACAS,2
201309,PAVIMENTO,SOLICITUD,BELGRANO,4
201309,PAVIMENTO,SOLICITUD,BOEDO,3
201309,PAVIMENTO,SOLICITUD,CABALLITO,5
201309,PAVIMENTO,SOLICITUD,CHACARITA,1
201309,PAVIMENTO,SOLICITUD,COGHLAN,1
201309,PAVIMENTO,SOLICITUD,COLEGIALES,2
201309,PAVIMENTO,SOLICITUD,FLORES,4
201309,PAVIMENTO,SOLICITUD,LINIERS,1
201309,PAVIMENTO,SOLICITUD,MATADEROS,2
201309,PAVIMENTO,SOLICITUD,NUEVA POMPEYA,3
201309,PAVIMENTO,SOLICITUD,PALERMO,15
201309,PAVIMENTO,SOLICITUD,PARQUE AVELLANEDA,1
201309,PAVIMENTO,SOLICITUD,PARQUE CHACABUCO,5
201309,PAVIMENTO,SOLICITUD,PATERNAL,3
201309,PAVIMENTO,SOLICITUD,RECOLETA,1
201309,PAVIMENTO,SOLICITUD,SAN TELMO,1
201309,PAVIMENTO,SOLICITUD,VELEZ SARSFIELD,5
201309,PAVIMENTO,SOLICITUD,VILLA CRESPO,1
201309,PAVIMENTO,SOLICITUD,VILLA DEL PARQUE,2
201309,PAVIMENTO,SOLICITUD,VILLA GRAL. MITRE,1
201309,PAVIMENTO,SOLICITUD,VILLA LURO,3
201309,PAVIMENTO,SOLICITUD,VILLA PUEYRREDON,2
201309,PAVIMENTO,SOLICITUD,VILLA SANTA RITA,1
201309,PAVIMENTO,SOLICITUD,VILLA SOLDATI,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,ALMAGRO,2
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,BALVANERA,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,BELGRANO,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,BOCA,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,CABALLITO,2
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,RECOLETA,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,SAAVEDRA,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,SAN CRISTOBAL,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,SAN NICOLAS,1
201309,PENSION / INQUILINATO / RESIDENCIA UNIVERSITARIA,DENUNCIA,VILLA GRAL. MITRE,2
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,ALMAGRO,2
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,BELGRANO,1
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,CABALLITO,2
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,PALERMO,1
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,PUERTO MADERO,1
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,RECOLETA,2
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,RETIRO,2
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,VILLA DEL PARQUE,1
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,VILLA DEVOTO,1
201309,PLAYA DE ESTACIONAMIENTO / GARAGE,DENUNCIA,VILLA URQUIZA,1
201309,PLAZAS,DENUNCIA,BARRACAS,2
201309,PLAZAS,DENUNCIA,COLEGIALES,1
201309,PLAZAS,DENUNCIA,PALERMO,1
201309,PLAZAS,DENUNCIA,RECOLETA,2
201309,PLAZAS,DENUNCIA,SAN TELMO,2
201309,PLAZAS,DENUNCIA,VERSALLES,1
201309,PLAZAS,DENUNCIA,VILLA REAL,1
201309,PLAZAS,RECLAMO,ALMAGRO,2
201309,PLAZAS,RECLAMO,BALVANERA,5
201309,PLAZAS,RECLAMO,BARRACAS,4
201309,PLAZAS,RECLAMO,BELGRANO,13
201309,PLAZAS,RECLAMO,BOCA,1
201309,PLAZAS,RECLAMO,BOEDO,4
201309,PLAZAS,RECLAMO,CABALLITO,7
201309,PLAZAS,RECLAMO,CHACARITA,1
201309,PLAZAS,RECLAMO,COLEGIALES,7
201309,PLAZAS,RECLAMO,FLORES,2
201309,PLAZAS,RECLAMO,FLORESTA,3
201309,PLAZAS,RECLAMO,LINIERS,6
201309,PLAZAS,RECLAMO,MATADEROS,2
201309,PLAZAS,RECLAMO,MONSERRAT,2
201309,PLAZAS,RECLAMO,MONTE CASTRO,2
201309,PLAZAS,RECLAMO,NUÑEZ,1
201309,PLAZAS,RECLAMO,NUEVA POMPEYA,1
201309,PLAZAS,RECLAMO,PALERMO,13
201309,PLAZAS,RECLAMO,PARQUE AVELLANEDA,1
201309,PLAZAS,RECLAMO,PARQUE CHACABUCO,7
201309,PLAZAS,RECLAMO,PARQUE CHAS,1
201309,PLAZAS,RECLAMO,PARQUE PATRICIOS,4
201309,PLAZAS,RECLAMO,RECOLETA,10
201309,PLAZAS,RECLAMO,RETIRO,5
201309,PLAZAS,RECLAMO,SAAVEDRA,3
201309,PLAZAS,RECLAMO,SAN CRISTOBAL,3
201309,PLAZAS,RECLAMO,SAN NICOLAS,3
201309,PLAZAS,RECLAMO,SAN TELMO,3
201309,PLAZAS,RECLAMO,VELEZ SARSFIELD,2
201309,PLAZAS,RECLAMO,VERSALLES,3
201309,PLAZAS,RECLAMO,VILLA CRESPO,3
201309,PLAZAS,RECLAMO,VILLA DEVOTO,10
201309,PLAZAS,RECLAMO,VILLA GRAL. MITRE,2
201309,PLAZAS,RECLAMO,VILLA LUGANO,5
201309,PLAZAS,RECLAMO,VILLA LURO,4
201309,PLAZAS,RECLAMO,VILLA ORTUZAR,1
201309,PLAZAS,RECLAMO,VILLA REAL,1
201309,PLAZAS,RECLAMO,VILLA SANTA RITA,1
201309,PLAZAS,RECLAMO,VILLA SOLDATI,3
201309,PLAZAS,RECLAMO,VILLA URQUIZA,1
201309,PLAZAS,SOLICITUD,ALMAGRO,2
201309,PLAZAS,SOLICITUD,BALVANERA,1
201309,PLAZAS,SOLICITUD,BARRACAS,1
201309,PLAZAS,SOLICITUD,BELGRANO,4
201309,PLAZAS,SOLICITUD,BOEDO,1
201309,PLAZAS,SOLICITUD,CABALLITO,4
201309,PLAZAS,SOLICITUD,COLEGIALES,2
201309,PLAZAS,SOLICITUD,CONSTITUCION,1
201309,PLAZAS,SOLICITUD,MATADEROS,1
201309,PLAZAS,SOLICITUD,PALERMO,2
201309,PLAZAS,SOLICITUD,PARQUE CHACABUCO,1
201309,PLAZAS,SOLICITUD,RECOLETA,1
201309,PLAZAS,SOLICITUD,SAAVEDRA,1
201309,PLAZAS,SOLICITUD,SAN CRISTOBAL,1
201309,PLAZAS,SOLICITUD,SAN NICOLAS,1
201309,PLAZAS,SOLICITUD,SAN TELMO,2
201309,PLAZAS,SOLICITUD,VELEZ SARSFIELD,2
201309,PLAZAS,SOLICITUD,VILLA CRESPO,1
201309,PLAZAS,SOLICITUD,VILLA DEVOTO,1
201309,PLAZAS,SOLICITUD,VILLA LUGANO,2
201309,PLAZAS,SOLICITUD,VILLA LURO,1
201309,PLAZAS,SOLICITUD,VILLA SOLDATI,1
201309,PROTECCION AMBIENTAL,DENUNCIA,AGRONOMIA,3
201309,PROTECCION AMBIENTAL,DENUNCIA,ALMAGRO,12
201309,PROTECCION AMBIENTAL,DENUNCIA,BALVANERA,18
201309,PROTECCION AMBIENTAL,DENUNCIA,BARRACAS,7
201309,PROTECCION AMBIENTAL,DENUNCIA,BELGRANO,7
201309,PROTECCION AMBIENTAL,DENUNCIA,BOCA,3
201309,PROTECCION AMBIENTAL,DENUNCIA,BOEDO,3
201309,PROTECCION AMBIENTAL,DENUNCIA,CABALLITO,27
201309,PROTECCION AMBIENTAL,DENUNCIA,CHACARITA,1
201309,PROTECCION AMBIENTAL,DENUNCIA,COGHLAN,4
201309,PROTECCION AMBIENTAL,DENUNCIA,COLEGIALES,4
201309,PROTECCION AMBIENTAL,DENUNCIA,CONSTITUCION,3
201309,PROTECCION AMBIENTAL,DENUNCIA,FLORES,18
201309,PROTECCION AMBIENTAL,DENUNCIA,FLORESTA,5
201309,PROTECCION AMBIENTAL,DENUNCIA,LINIERS,7
201309,PROTECCION AMBIENTAL,DENUNCIA,MATADEROS,7
201309,PROTECCION AMBIENTAL,DENUNCIA,MONSERRAT,6
201309,PROTECCION AMBIENTAL,DENUNCIA,MONTE CASTRO,3
201309,PROTECCION AMBIENTAL,DENUNCIA,NUÑEZ,4
201309,PROTECCION AMBIENTAL,DENUNCIA,NUEVA POMPEYA,3
201309,PROTECCION AMBIENTAL,DENUNCIA,PALERMO,33
201309,PROTECCION AMBIENTAL,DENUNCIA,PARQUE AVELLANEDA,4
201309,PROTECCION AMBIENTAL,DENUNCIA,PARQUE CHACABUCO,9
201309,PROTECCION AMBIENTAL,DENUNCIA,PARQUE PATRICIOS,3
201309,PROTECCION AMBIENTAL,DENUNCIA,PATERNAL,2
201309,PROTECCION AMBIENTAL,DENUNCIA,RECOLETA,24
201309,PROTECCION AMBIENTAL,DENUNCIA,RETIRO,9
201309,PROTECCION AMBIENTAL,DENUNCIA,SAAVEDRA,5
201309,PROTECCION AMBIENTAL,DENUNCIA,SAN CRISTOBAL,2
201309,PROTECCION AMBIENTAL,DENUNCIA,SAN NICOLAS,15
201309,PROTECCION AMBIENTAL,DENUNCIA,SAN TELMO,6
201309,PROTECCION AMBIENTAL,DENUNCIA,VELEZ SARSFIELD,9
201309,PROTECCION AMBIENTAL,DENUNCIA,VILLA DEL PARQUE,3
201309,PROTECCION AMBIENTAL,DENUNCIA,VILLA DEVOTO,5
201309,PROTECCION AMBIENTAL,DENUNCIA,VILLA GRAL. MITRE,4
201309,PROTECCION AMBIENTAL,DENUNCIA,VILLA LUGANO,3
