PERIODO,RUBRO,TIPO_PRESTACION,BARRIO,total,COMUNA
201306,ARBOLADO,RECLAMO,VERSALLES,40,10
201306,ARBOLADO,RECLAMO,VILLA CRESPO,80,15
201306,ARBOLADO,RECLAMO,VILLA DEL PARQUE,97,11
201306,ARBOLADO,RECLAMO,VILLA DEVOTO,166,11
201306,ARBOLADO,RECLAMO,VILLA GRAL. MITRE,43,11
201306,ARBOLADO,RECLAMO,VILLA LUGANO,80,8
201306,ARBOLADO,RECLAMO,VILLA LURO,62,10
201306,ARBOLADO,RECLAMO,VILLA ORTUZAR,37,15
201306,ARBOLADO,RECLAMO,VILLA PUEYRREDON,60,12
201306,ARBOLADO,RECLAMO,VILLA REAL,31,10
201306,ARBOLADO,RECLAMO,VILLA RIACHUELO,52,8
201306,ARBOLADO,RECLAMO,VILLA SANTA RITA,62,11
201306,ARBOLADO,RECLAMO,VILLA SOLDATI,19,8
201306,ARBOLADO,RECLAMO,VILLA URQUIZA,100,12
201306,ARBOLADO,SOLICITUD,AGRONOMIA,9,15
201306,ARBOLADO,SOLICITUD,ALMAGRO,41,5
201306,ARBOLADO,SOLICITUD,BALVANERA,13,3
201306,ARBOLADO,SOLICITUD,BARRACAS,22,4
201306,ARBOLADO,SOLICITUD,BELGRANO,23,13
201306,ARBOLADO,SOLICITUD,BOCA,7,4
201306,ARBOLADO,SOLICITUD,BOEDO,23,5
201306,ARBOLADO,SOLICITUD,CABALLITO,41,6
201306,ARBOLADO,SOLICITUD,CHACARITA,4,15
201306,ARBOLADO,SOLICITUD,COGHLAN,9,12
201306,ARBOLADO,SOLICITUD,COLEGIALES,11,13
201306,ARBOLADO,SOLICITUD,CONSTITUCION,17,1
201306,ARBOLADO,SOLICITUD,FLORES,42,7
201306,ARBOLADO,SOLICITUD,FLORESTA,8,10
201306,ARBOLADO,SOLICITUD,LINIERS,51,9
201306,ARBOLADO,SOLICITUD,MATADEROS,72,9
201306,ARBOLADO,SOLICITUD,MONSERRAT,1,1
201306,ARBOLADO,SOLICITUD,MONTE CASTRO,19,10
201306,ARBOLADO,SOLICITUD,NUÑEZ,12,13
201306,ARBOLADO,SOLICITUD,NUEVA POMPEYA,29,4
201306,ARBOLADO,SOLICITUD,PALERMO,29,14
201306,ARBOLADO,SOLICITUD,PARQUE AVELLANEDA,43,9
201306,ARBOLADO,SOLICITUD,PARQUE CHACABUCO,33,7
201306,ARBOLADO,SOLICITUD,PARQUE CHAS,9,15
201306,ARBOLADO,SOLICITUD,PARQUE PATRICIOS,8,4
201306,ARBOLADO,SOLICITUD,PATERNAL,12,15
201306,ARBOLADO,SOLICITUD,PUERTO MADERO,1,1
201306,ARBOLADO,SOLICITUD,RECOLETA,32,2
201306,ARBOLADO,SOLICITUD,RETIRO,4,1
201306,ARBOLADO,SOLICITUD,SAAVEDRA,29,12
201306,ARBOLADO,SOLICITUD,SAN CRISTOBAL,8,3
201306,ARBOLADO,SOLICITUD,SAN TELMO,2,1
201306,ARBOLADO,SOLICITUD,VELEZ SARSFIELD,17,10
201306,ARBOLADO,SOLICITUD,VERSALLES,6,10
201306,ARBOLADO,SOLICITUD,VILLA CRESPO,21,15
201306,ARBOLADO,SOLICITUD,VILLA DEL PARQUE,32,11
201306,ARBOLADO,SOLICITUD,VILLA DEVOTO,64,11
201306,ARBOLADO,SOLICITUD,VILLA GRAL. MITRE,7,11
201306,ARBOLADO,SOLICITUD,VILLA LUGANO,67,8
201306,ARBOLADO,SOLICITUD,VILLA LURO,16,10
201306,ARBOLADO,SOLICITUD,VILLA ORTUZAR,7,15
201306,ARBOLADO,SOLICITUD,VILLA PUEYRREDON,41,12
201306,ARBOLADO,SOLICITUD,VILLA REAL,13,10
201306,ARBOLADO,SOLICITUD,VILLA RIACHUELO,19,8
201306,ARBOLADO,SOLICITUD,VILLA SANTA RITA,17,11
201306,ARBOLADO,SOLICITUD,VILLA SOLDATI,12,8
201306,ARBOLADO,SOLICITUD,VILLA URQUIZA,37,12
201306,ATENCION AL PUBLICO,QUEJA,ALMAGRO,1,5
201306,ATENCION AL PUBLICO,QUEJA,BALVANERA,6,3
201306,ATENCION AL PUBLICO,QUEJA,BELGRANO,1,13
201306,ATENCION AL PUBLICO,QUEJA,BOEDO,1,5
201306,ATENCION AL PUBLICO,QUEJA,CABALLITO,4,6
201306,ATENCION AL PUBLICO,QUEJA,CONSTITUCION,2,1
201306,ATENCION AL PUBLICO,QUEJA,FLORES,5,7
201306,ATENCION AL PUBLICO,QUEJA,PALERMO,2,14
201306,ATENCION AL PUBLICO,QUEJA,PARQUE PATRICIOS,1,4
201306,ATENCION AL PUBLICO,QUEJA,RETIRO,3,1
201306,ATENCION AL PUBLICO,QUEJA,SAN CRISTOBAL,1,3
201306,ATENCION AL PUBLICO,QUEJA,SAN NICOLAS,2,1
201306,ATENCION AL PUBLICO,QUEJA,VILLA CRESPO,1,15
201306,ATENCION AL PUBLICO,RECLAMO,ALMAGRO,2,5
201306,ATENCION AL PUBLICO,RECLAMO,BALVANERA,9,3
201306,ATENCION AL PUBLICO,RECLAMO,BELGRANO,1,13
201306,ATENCION AL PUBLICO,RECLAMO,CABALLITO,4,6
201306,ATENCION AL PUBLICO,RECLAMO,CHACARITA,3,15
201306,ATENCION AL PUBLICO,RECLAMO,CONSTITUCION,1,1
201306,ATENCION AL PUBLICO,RECLAMO,FLORES,2,7
201306,ATENCION AL PUBLICO,RECLAMO,MONSERRAT,4,1
201306,ATENCION AL PUBLICO,RECLAMO,NUÑEZ,1,13
201306,ATENCION AL PUBLICO,RECLAMO,PALERMO,5,14
201306,ATENCION AL PUBLICO,RECLAMO,PARQUE CHAS,1,15
201306,ATENCION AL PUBLICO,RECLAMO,RETIRO,4,1
201306,ATENCION AL PUBLICO,RECLAMO,SAN CRISTOBAL,1,3
201306,ATENCION AL PUBLICO,RECLAMO,SAN NICOLAS,8,1
201306,ATENCION AL PUBLICO,RECLAMO,VERSALLES,1,10
201306,ATENCION AL PUBLICO,RECLAMO,VILLA CRESPO,3,15
201306,ATENCION SOCIAL,RECLAMO,AGRONOMIA,6,15
201306,ATENCION SOCIAL,RECLAMO,ALMAGRO,184,5
201306,ATENCION SOCIAL,RECLAMO,BALVANERA,299,3
201306,ATENCION SOCIAL,RECLAMO,BARRACAS,118,4
201306,ATENCION SOCIAL,RECLAMO,BELGRANO,133,13
201306,ATENCION SOCIAL,RECLAMO,BOCA,83,4
201306,ATENCION SOCIAL,RECLAMO,BOEDO,40,5
201306,ATENCION SOCIAL,RECLAMO,CABALLITO,226,6
201306,ATENCION SOCIAL,RECLAMO,CHACARITA,18,15
201306,ATENCION SOCIAL,RECLAMO,COGHLAN,68,12
201306,ATENCION SOCIAL,RECLAMO,COLEGIALES,30,13
201306,ATENCION SOCIAL,RECLAMO,CONSTITUCION,239,1
201306,ATENCION SOCIAL,RECLAMO,FLORES,216,7
201306,ATENCION SOCIAL,RECLAMO,FLORESTA,6,10
201306,ATENCION SOCIAL,RECLAMO,LINIERS,33,9
201306,ATENCION SOCIAL,RECLAMO,MATADEROS,25,9
201306,ATENCION SOCIAL,RECLAMO,MONSERRAT,144,1
201306,ATENCION SOCIAL,RECLAMO,MONTE CASTRO,14,10
201306,ATENCION SOCIAL,RECLAMO,NUÑEZ,19,13
201306,ATENCION SOCIAL,RECLAMO,NUEVA POMPEYA,43,4
201306,ATENCION SOCIAL,RECLAMO,PALERMO,323,14
201306,ATENCION SOCIAL,RECLAMO,PARQUE AVELLANEDA,24,9
201306,ATENCION SOCIAL,RECLAMO,PARQUE CHACABUCO,107,7
201306,ATENCION SOCIAL,RECLAMO,PARQUE CHAS,10,15
201306,ATENCION SOCIAL,RECLAMO,PARQUE PATRICIOS,99,4
201306,ATENCION SOCIAL,RECLAMO,PATERNAL,8,15
201306,ATENCION SOCIAL,RECLAMO,PUERTO MADERO,5,1
201306,ATENCION SOCIAL,RECLAMO,RECOLETA,331,2
201306,ATENCION SOCIAL,RECLAMO,RETIRO,333,1
201306,ATENCION SOCIAL,RECLAMO,SAAVEDRA,19,12
201306,ATENCION SOCIAL,RECLAMO,SAN CRISTOBAL,58,3
201306,ATENCION SOCIAL,RECLAMO,SAN NICOLAS,212,1
201306,ATENCION SOCIAL,RECLAMO,SAN TELMO,114,1
201306,ATENCION SOCIAL,RECLAMO,VELEZ SARSFIELD,21,10
201306,ATENCION SOCIAL,RECLAMO,VERSALLES,2,10
201306,ATENCION SOCIAL,RECLAMO,VILLA CRESPO,72,15
201306,ATENCION SOCIAL,RECLAMO,VILLA DEL PARQUE,25,11
201306,ATENCION SOCIAL,RECLAMO,VILLA DEVOTO,53,11
201306,ATENCION SOCIAL,RECLAMO,VILLA GRAL. MITRE,22,11
201306,ATENCION SOCIAL,RECLAMO,VILLA LUGANO,13,8
201306,ATENCION SOCIAL,RECLAMO,VILLA LURO,9,10
201306,ATENCION SOCIAL,RECLAMO,VILLA ORTUZAR,10,15
201306,ATENCION SOCIAL,RECLAMO,VILLA PUEYRREDON,12,12
201306,ATENCION SOCIAL,RECLAMO,VILLA RIACHUELO,2,8
201306,ATENCION SOCIAL,RECLAMO,VILLA SANTA RITA,13,11
201306,ATENCION SOCIAL,RECLAMO,VILLA SOLDATI,5,8
201306,ATENCION SOCIAL,RECLAMO,VILLA URQUIZA,23,12
201306,AUTORSERVICIO,DENUNCIA,ALMAGRO,4,5
201306,AUTORSERVICIO,DENUNCIA,BOCA,1,4
201306,AUTORSERVICIO,DENUNCIA,BOEDO,1,5
201306,AUTORSERVICIO,DENUNCIA,CABALLITO,1,6
201306,AUTORSERVICIO,DENUNCIA,PALERMO,2,14
201306,AUTORSERVICIO,DENUNCIA,PARQUE CHACABUCO,1,7
201306,AUTORSERVICIO,DENUNCIA,SAAVEDRA,1,12
201306,AUTORSERVICIO,DENUNCIA,VILLA URQUIZA,1,12
201306,BANCO / CAJEROS / ENTIDADES FINANCIERAS,DENUNCIA,FLORES,1,7
201306,BIBLIOTECA,DENUNCIA,SAN TELMO,1,1
201306,CAFE / BAR,DENUNCIA,ALMAGRO,1,5
201306,CAFE / BAR,DENUNCIA,BARRACAS,1,4
201306,CAFE / BAR,DENUNCIA,BELGRANO,1,13
201306,CAFE / BAR,DENUNCIA,BOEDO,1,5
201306,CAFE / BAR,DENUNCIA,FLORES,1,7
201306,CAFE / BAR,DENUNCIA,PALERMO,4,14
201306,CAFE / BAR,DENUNCIA,RETIRO,2,1
201306,CAFE / BAR,DENUNCIA,SAN NICOLAS,2,1
201306,CAFE / BAR,DENUNCIA,VILLA DEVOTO,1,11
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,ALMAGRO,1,5
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,BALVANERA,1,3
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,FLORES,1,7
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,LINIERS,1,9
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,NUÑEZ,1,13
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,VILLA CRESPO,1,15
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,VILLA DEL PARQUE,2,11
201306,CARNICERIA / PESCADERIA / POLLERIA,DENUNCIA,VILLA GRAL. MITRE,1,11
201306,CARTELERIA DE ORIENTACION,RECLAMO,ALMAGRO,2,5
201306,CARTELERIA DE ORIENTACION,RECLAMO,BALVANERA,6,3
201306,CARTELERIA DE ORIENTACION,RECLAMO,CABALLITO,2,6
201306,CARTELERIA DE ORIENTACION,RECLAMO,SAN CRISTOBAL,1,3
201306,CARTELERIA DE ORIENTACION,RECLAMO,SAN NICOLAS,1,1
201306,CASA DE COMIDAS,DENUNCIA,BALVANERA,3,3
201306,CASA DE COMIDAS,DENUNCIA,BARRACAS,3,4
201306,CASA DE COMIDAS,DENUNCIA,BELGRANO,1,13
201306,CASA DE COMIDAS,DENUNCIA,BOEDO,2,5
201306,CASA DE COMIDAS,DENUNCIA,CABALLITO,1,6
201306,CASA DE COMIDAS,DENUNCIA,CONSTITUCION,2,1
201306,CASA DE COMIDAS,DENUNCIA,FLORES,3,7
201306,CASA DE COMIDAS,DENUNCIA,FLORESTA,2,10
201306,CASA DE COMIDAS,DENUNCIA,LINIERS,1,9
201306,CASA DE COMIDAS,DENUNCIA,MONSERRAT,3,1
201306,CASA DE COMIDAS,DENUNCIA,NUÑEZ,1,13
201306,CASA DE COMIDAS,DENUNCIA,PALERMO,8,14
201306,CASA DE COMIDAS,DENUNCIA,PARQUE AVELLANEDA,1,9
201306,CASA DE COMIDAS,DENUNCIA,PATERNAL,1,15
201306,CASA DE COMIDAS,DENUNCIA,RECOLETA,2,2
201306,CASA DE COMIDAS,DENUNCIA,RETIRO,1,1
201306,CASA DE COMIDAS,DENUNCIA,SAN NICOLAS,5,1
201306,CASA DE COMIDAS,DENUNCIA,VILLA CRESPO,1,15
201306,CASA DE COMIDAS,DENUNCIA,VILLA GRAL. MITRE,1,11
201306,CEMENTERIOS,RECLAMO,CHACARITA,3,15
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,ALMAGRO,2,5
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,BALVANERA,2,3
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,BARRACAS,1,4
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,MONSERRAT,1,1
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,PALERMO,1,14
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,SAAVEDRA,1,12
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,VILLA CRESPO,1,15
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,VILLA LUGANO,1,8
201306,CENTRO DE REPOSO / CONVALECENCIA / REHABILITACION,DENUNCIA,VILLA ORTUZAR,2,15
201306,CENTRO DE SALUD MENTAL,DENUNCIA,BARRACAS,1,4
201306,CINE,DENUNCIA,SAN NICOLAS,4,1
201306,CINE,DENUNCIA,VILLA CRESPO,1,15
201306,CLUBES Y POLIDEPORTIVOS,DENUNCIA,CABALLITO,1,6
201306,CLUBES Y POLIDEPORTIVOS,DENUNCIA,FLORES,1,7
201306,CLUBES Y POLIDEPORTIVOS,DENUNCIA,LINIERS,1,9
201306,CLUBES Y POLIDEPORTIVOS,DENUNCIA,PARQUE AVELLANEDA,1,9
201306,CLUBES Y POLIDEPORTIVOS,DENUNCIA,VILLA DEVOTO,1,11
201306,COLECTIVO,RECLAMO,ALMAGRO,4,5
201306,COLECTIVO,RECLAMO,BALVANERA,2,3
201306,COLECTIVO,RECLAMO,BARRACAS,2,4
201306,COLECTIVO,RECLAMO,BOCA,1,4
201306,COLECTIVO,RECLAMO,BOEDO,2,5
201306,COLECTIVO,RECLAMO,FLORES,1,7
201306,COLECTIVO,RECLAMO,MONSERRAT,2,1
201306,COLECTIVO,RECLAMO,PALERMO,1,14
201306,COLECTIVO,RECLAMO,PARQUE CHACABUCO,1,7
201306,COLECTIVO,RECLAMO,RECOLETA,1,2
201306,COLECTIVO,RECLAMO,SAN NICOLAS,2,1
201306,COLECTIVO,RECLAMO,VERSALLES,1,10
201306,COLECTIVO,RECLAMO,VILLA CRESPO,2,15
201306,COLECTIVO,RECLAMO,VILLA PUEYRREDON,1,12
201306,COLECTIVO,SOLICITUD,ALMAGRO,1,5
201306,COLECTIVO,SOLICITUD,BARRACAS,3,4
201306,COLECTIVO,SOLICITUD,BELGRANO,2,13
201306,COLECTIVO,SOLICITUD,BOCA,4,4
201306,COLECTIVO,SOLICITUD,BOEDO,2,5
201306,COLECTIVO,SOLICITUD,CABALLITO,1,6
201306,COLECTIVO,SOLICITUD,CHACARITA,4,15
201306,COLECTIVO,SOLICITUD,COLEGIALES,1,13
201306,COLECTIVO,SOLICITUD,CONSTITUCION,1,1
201306,COLECTIVO,SOLICITUD,FLORES,1,7
201306,COLECTIVO,SOLICITUD,MATADEROS,2,9
201306,COLECTIVO,SOLICITUD,MONSERRAT,2,1
201306,COLECTIVO,SOLICITUD,NUEVA POMPEYA,1,4
201306,COLECTIVO,SOLICITUD,PALERMO,2,14
201306,COLECTIVO,SOLICITUD,PARQUE AVELLANEDA,1,9
201306,COLECTIVO,SOLICITUD,PARQUE CHACABUCO,1,7
201306,COLECTIVO,SOLICITUD,RECOLETA,2,2
201306,COLECTIVO,SOLICITUD,RETIRO,3,1
201306,COLECTIVO,SOLICITUD,SAAVEDRA,1,12
201306,COLECTIVO,SOLICITUD,SAN CRISTOBAL,2,3
201306,COLECTIVO,SOLICITUD,SAN NICOLAS,1,1
201306,COLECTIVO,SOLICITUD,SAN TELMO,1,1
201306,COLECTIVO,SOLICITUD,VILLA CRESPO,3,15
201306,COLECTIVO,SOLICITUD,VILLA LUGANO,2,8
201306,COLECTIVO,SOLICITUD,VILLA LURO,1,10
201306,COLECTIVO,SOLICITUD,VILLA SOLDATI,1,8
201306,COMPUTACION / TELEFONIA / ELECTRODOMESTICOS,DENUNCIA,VILLA CRESPO,1,15
201306,CONSULTORIO / CENTRO MEDICO / PREST. AMBULATORIAS,DENUNCIA,BELGRANO,1,13
201306,CONSULTORIO / CENTRO MEDICO / PREST. AMBULATORIAS,DENUNCIA,CABALLITO,1,6
201306,DELIVERY DE BEBIDAS ALCHOLICAS,DENUNCIA,CABALLITO,1,6
201306,DELIVERY DE BEBIDAS ALCHOLICAS,DENUNCIA,FLORES,1,7
201306,DENUNCIAS SOBRE INCONDUCTAS REFERIDAS A LA ACTUACION POLICIAL,DENUNCIA,BOCA,1,4
201306,DEPOSITO,DENUNCIA,BALVANERA,1,3
201306,DEPOSITO,DENUNCIA,BOEDO,1,5
201306,DEPOSITO,DENUNCIA,CABALLITO,2,6
201306,DEPOSITO,DENUNCIA,CONSTITUCION,1,1
201306,DEPOSITO,DENUNCIA,FLORES,1,7
201306,DEPOSITO,DENUNCIA,NUEVA POMPEYA,1,4
201306,DEPOSITO,DENUNCIA,SAN NICOLAS,1,1
201306,DEPOSITO DE ALIMENTOS / BEBIDAS,DENUNCIA,BELGRANO,1,13
201306,DEPOSITO DE ALIMENTOS / BEBIDAS,DENUNCIA,SAN NICOLAS,1,1
201306,DEPOSITO DE PAPEL / CARTON Y AFINES,DENUNCIA,PARQUE CHACABUCO,3,7
201306,DEPOSITO DE PRODUCTOS QUIMICOS / PETROLEO,DENUNCIA,PARQUE CHACABUCO,1,7
201306,DEPOSITO DE TEXTIL Y AFINES,DENUNCIA,BALVANERA,1,3
201306,DEPOSITO DE TEXTIL Y AFINES,DENUNCIA,LINIERS,1,9
201306,DEPOSITO DE TEXTIL Y AFINES,DENUNCIA,SAN NICOLAS,1,1
201306,DESARROLLO URBANO,RECLAMO,AGRONOMIA,2,15
201306,DESARROLLO URBANO,RECLAMO,ALMAGRO,4,5
201306,DESARROLLO URBANO,RECLAMO,BALVANERA,13,3
201306,DESARROLLO URBANO,RECLAMO,BARRACAS,11,4
201306,DESARROLLO URBANO,RECLAMO,BELGRANO,7,13
201306,DESARROLLO URBANO,RECLAMO,BOCA,1,4
201306,DESARROLLO URBANO,RECLAMO,BOEDO,3,5
201306,DESARROLLO URBANO,RECLAMO,CABALLITO,5,6
201306,DESARROLLO URBANO,RECLAMO,CHACARITA,3,15
201306,DESARROLLO URBANO,RECLAMO,CONSTITUCION,2,1
201306,DESARROLLO URBANO,RECLAMO,FLORES,8,7
201306,DESARROLLO URBANO,RECLAMO,FLORESTA,1,10
201306,DESARROLLO URBANO,RECLAMO,LINIERS,6,9
201306,DESARROLLO URBANO,RECLAMO,MATADEROS,3,9
201306,DESARROLLO URBANO,RECLAMO,MONSERRAT,3,1
201306,DESARROLLO URBANO,RECLAMO,MONTE CASTRO,3,10
201306,DESARROLLO URBANO,RECLAMO,NUÑEZ,2,13
201306,DESARROLLO URBANO,RECLAMO,NUEVA POMPEYA,5,4
201306,DESARROLLO URBANO,RECLAMO,PALERMO,14,14
201306,DESARROLLO URBANO,RECLAMO,PARQUE AVELLANEDA,1,9
201306,DESARROLLO URBANO,RECLAMO,PARQUE CHACABUCO,2,7
201306,DESARROLLO URBANO,RECLAMO,PARQUE CHAS,1,15
201306,DESARROLLO URBANO,RECLAMO,PARQUE PATRICIOS,3,4
201306,DESARROLLO URBANO,RECLAMO,PATERNAL,2,15
201306,DESARROLLO URBANO,RECLAMO,RECOLETA,20,2
201306,DESARROLLO URBANO,RECLAMO,RETIRO,2,1
201306,DESARROLLO URBANO,RECLAMO,SAAVEDRA,1,12
201306,DESARROLLO URBANO,RECLAMO,SAN CRISTOBAL,3,3
201306,DESARROLLO URBANO,RECLAMO,SAN NICOLAS,5,1
201306,DESARROLLO URBANO,RECLAMO,SAN TELMO,1,1
201306,DESARROLLO URBANO,RECLAMO,VELEZ SARSFIELD,3,10
201306,DESARROLLO URBANO,RECLAMO,VERSALLES,1,10
201306,DESARROLLO URBANO,RECLAMO,VILLA CRESPO,4,15
201306,DESARROLLO URBANO,RECLAMO,VILLA DEL PARQUE,2,11
201306,DESARROLLO URBANO,RECLAMO,VILLA DEVOTO,6,11
201306,DESARROLLO URBANO,RECLAMO,VILLA GRAL. MITRE,4,11
201306,DESARROLLO URBANO,RECLAMO,VILLA LUGANO,4,8
201306,DESARROLLO URBANO,RECLAMO,VILLA LURO,4,10
201306,DESARROLLO URBANO,RECLAMO,VILLA ORTUZAR,2,15
201306,DESARROLLO URBANO,RECLAMO,VILLA PUEYRREDON,7,12
201306,DESARROLLO URBANO,RECLAMO,VILLA REAL,1,10
201306,DESARROLLO URBANO,RECLAMO,VILLA SANTA RITA,2,11
201306,DESARROLLO URBANO,RECLAMO,VILLA SOLDATI,1,8
201306,DESARROLLO URBANO,RECLAMO,VILLA URQUIZA,5,12
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,CABALLITO,1,6
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,FLORESTA,1,10
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,NUEVA POMPEYA,1,4
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,PARQUE CHACABUCO,1,7
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,PARQUE PATRICIOS,1,4
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,PATERNAL,1,15
201306,DESPENSA / ALMACEN / HELADERIA / ETC.,DENUNCIA,SAN NICOLAS,1,1
201306,DGGC,RECLAMO,PALERMO,2,14
201306,DGGC,RECLAMO,SAN TELMO,1,1
201306,DISCOTECA,DENUNCIA,ALMAGRO,1,5
201306,DISCOTECA,DENUNCIA,PALERMO,1,14
201306,DISCOTECA,DENUNCIA,SAN NICOLAS,1,1
201306,DISCOTECA,DENUNCIA,VILLA PUEYRREDON,2,12
201306,EMERGENCIAS,RECLAMO,COLEGIALES,1,13
201306,EMERGENCIAS,RECLAMO,PARQUE CHACABUCO,1,7
201306,EMERGENCIAS EN SUBTE,RECLAMO,ALMAGRO,1,5
201306,EMERGENCIAS EN SUBTE,RECLAMO,BALVANERA,3,3
201306,EMERGENCIAS EN SUBTE,RECLAMO,BELGRANO,1,13
201306,EMERGENCIAS EN SUBTE,RECLAMO,CONSTITUCION,2,1
201306,EMERGENCIAS EN SUBTE,RECLAMO,MONSERRAT,4,1
201306,EMERGENCIAS EN SUBTE,RECLAMO,PARQUE CHACABUCO,1,7
201306,EMERGENCIAS EN SUBTE,RECLAMO,PARQUE CHAS,1,15
201306,EMERGENCIAS EN SUBTE,RECLAMO,PARQUE PATRICIOS,2,4
201306,EMERGENCIAS EN SUBTE,RECLAMO,SAN CRISTOBAL,2,3
201306,EMERGENCIAS EN SUBTE,RECLAMO,SAN NICOLAS,8,1
201306,EMERGENCIAS EN SUBTE,RECLAMO,VILLA CRESPO,2,15
201306,EMPRESA DE SERVICIOS DE LIMPIEZA / DESINFECCION,DENUNCIA,VILLA CRESPO,1,15
201306,ESPACIO PUBLICO,DENUNCIA,AGRONOMIA,2,15
201306,ESPACIO PUBLICO,DENUNCIA,ALMAGRO,16,5
201306,ESPACIO PUBLICO,DENUNCIA,BALVANERA,40,3
201306,ESPACIO PUBLICO,DENUNCIA,BARRACAS,2,4
201306,ESPACIO PUBLICO,DENUNCIA,BELGRANO,14,13
201306,ESPACIO PUBLICO,DENUNCIA,BOCA,2,4
201306,ESPACIO PUBLICO,DENUNCIA,BOEDO,6,5
201306,ESPACIO PUBLICO,DENUNCIA,CABALLITO,20,6
201306,ESPACIO PUBLICO,DENUNCIA,CHACARITA,2,15
201306,ESPACIO PUBLICO,DENUNCIA,COGHLAN,4,12
201306,ESPACIO PUBLICO,DENUNCIA,COLEGIALES,6,13
201306,ESPACIO PUBLICO,DENUNCIA,CONSTITUCION,1,1
201306,ESPACIO PUBLICO,DENUNCIA,FLORES,11,7
201306,ESPACIO PUBLICO,DENUNCIA,FLORESTA,4,10
201306,ESPACIO PUBLICO,DENUNCIA,LINIERS,8,9
201306,ESPACIO PUBLICO,DENUNCIA,MATADEROS,4,9
201306,ESPACIO PUBLICO,DENUNCIA,MONSERRAT,6,1
201306,ESPACIO PUBLICO,DENUNCIA,MONTE CASTRO,1,10
201306,ESPACIO PUBLICO,DENUNCIA,NUÑEZ,3,13
201306,ESPACIO PUBLICO,DENUNCIA,NUEVA POMPEYA,7,4
201306,ESPACIO PUBLICO,DENUNCIA,PALERMO,30,14
201306,ESPACIO PUBLICO,DENUNCIA,PARQUE AVELLANEDA,2,9
201306,ESPACIO PUBLICO,DENUNCIA,PARQUE CHACABUCO,2,7
201306,ESPACIO PUBLICO,DENUNCIA,PARQUE CHAS,1,15
201306,ESPACIO PUBLICO,DENUNCIA,PARQUE PATRICIOS,4,4
201306,ESPACIO PUBLICO,DENUNCIA,PATERNAL,2,15
201306,ESPACIO PUBLICO,DENUNCIA,PUERTO MADERO,2,1
201306,ESPACIO PUBLICO,DENUNCIA,RECOLETA,17,2
201306,ESPACIO PUBLICO,DENUNCIA,RETIRO,8,1
201306,ESPACIO PUBLICO,DENUNCIA,SAAVEDRA,1,12
201306,ESPACIO PUBLICO,DENUNCIA,SAN CRISTOBAL,5,3
201306,ESPACIO PUBLICO,DENUNCIA,SAN NICOLAS,11,1
201306,ESPACIO PUBLICO,DENUNCIA,SAN TELMO,2,1
201306,ESPACIO PUBLICO,DENUNCIA,VELEZ SARSFIELD,3,10
201306,ESPACIO PUBLICO,DENUNCIA,VILLA CRESPO,7,15
201306,ESPACIO PUBLICO,DENUNCIA,VILLA DEL PARQUE,6,11
201306,ESPACIO PUBLICO,DENUNCIA,VILLA DEVOTO,1,11
201306,ESPACIO PUBLICO,DENUNCIA,VILLA GRAL. MITRE,4,11
201306,ESPACIO PUBLICO,DENUNCIA,VILLA LUGANO,6,8
201306,ESPACIO PUBLICO,DENUNCIA,VILLA LURO,1,10
201306,ESPACIO PUBLICO,DENUNCIA,VILLA ORTUZAR,5,15
201306,ESPACIO PUBLICO,DENUNCIA,VILLA RIACHUELO,8,8
201306,ESPACIO PUBLICO,DENUNCIA,VILLA SANTA RITA,7,11
201306,ESPACIO PUBLICO,DENUNCIA,VILLA SOLDATI,5,8
201306,ESPACIO PUBLICO,DENUNCIA,VILLA URQUIZA,5,12
201306,ESPACIO PUBLICO,RECLAMO,ALMAGRO,1,5
201306,ESPACIO PUBLICO,RECLAMO,BALVANERA,1,3
201306,ESPACIO PUBLICO,RECLAMO,BARRACAS,1,4
